review_id,restaurant_id,restaurant_name,review_text,review_text_cleaned,rating,review_date,review_source,word_count,sentiment_score,sentiment_subjectivity,sentiment_category,area,cuisine_primary,price_category
rev_00078,src3_036,Al-Fanar restaurant & Auberge,"[Relaxed Al Fresco Dining] Although there is a small indoor space, the glory of this restaurant is the outdoor location.  Directly on the sea, the food is fresh and delicious. Served simply, it's best to order local fish.  It's not fancy but it is certainly memorable.","Relaxed Al Fresco Dining: Although there is a small indoor space, the glory of this restaurant is the outdoor location. Directly on the sea, the food is fresh and delicious. Served simply, it's best to order local fish. It's not fancy but it is certainly memorable.",4.0,,TripAdvisor,46,,,Unknown,Salha House,Unknown,Unknown
rev_00079,src3_036,Al-Fanar restaurant & Auberge,"[Great location, average food.] The restaurant is on a platform overlooking the sea: a very good location but not if the wind is up!
Food was fairly priced but uninspiring after Beirut.","Great location, average food.: The restaurant is on a platform overlooking the sea: a very good location but not if the wind is up! Food was fairly priced but uninspiring after Beirut.",3.0,,TripAdvisor,32,,,Unknown,Salha House,Unknown,Unknown
rev_00080,src3_429,Tavolino Pub,"[Nice place with great choice of music] We celebrated my friend birthday and it was amazing, great choice of music, the stuff are adorable and helpful. If you want to spend a lovely night in TYRE it is the place to be.","Nice place with great choice of music: We celebrated my friend birthday and it was amazing, great choice of music, the stuff are adorable and helpful. If you want to spend a lovely night in TYRE it is the place to be.",4.0,,TripAdvisor,42,,,Unknown,Al Fanar Street,Unknown,Unknown
rev_00081,src3_429,Tavolino Pub,"[Great place but too loud music] I really enjoy this restaurant, and the service however the only think I didn’t like is that they started playing loud music very early. I went to have dinner and drinks with friends and they started playing loud music around 8:30pm. That is crazy. I couldn’t even talk to my friends at the table. I do hope that they can start playing music later on when people are done with their dinners, but not before. I used to come here a lot before and had great dinners and after party experiences, but this is way too much. I hope the owner implement some changes thinking also about the well-being and harmonious experience of each client, and not just of those who were only want to party. You have a wonderful place to make wonderful memories, but give each clients the opportunity to have a good time without loosing their hearing. 

Thanks for your understanding and I hope you receive my feedbacks well and implement them for the success of your business and the collective health and welfare of your clients. Best wishes,","Great place but too loud music: I really enjoy this restaurant, and the service however the only think I didn’t like is that they started playing loud music very early. I went to have dinner and drinks with friends and they started playing loud music around 8:30pm. That is crazy. I couldn’t even talk to my friends at the table. I do hope that they can start playing music later on when people are done with their dinners, but not before. I used to come here a lot before and had great dinners and after party experiences, but this is way too much. I hope the owner implement some changes thinking also about the well-being and harmonious experience of each client, and not just of those who were only want to party. You have a wonderful place to make wonderful memories, but give each clients the opportunity to have a good time without loosing their hearing. Thanks for your understanding and I hope you receive my feedbacks well and implement them for the success of your business and the collective health and welfare of your clients. Best wishes,",4.0,,TripAdvisor,188,,,Unknown,Al Fanar Street,Unknown,Unknown
rev_00082,src3_429,Tavolino Pub,"[Nice Pub] 171/5000
Tavolino Pub is a nice little pub. Here there is live music from time to time. It's nice service and a cheerful atmosphere. A little loud music, but it is possible to ask them to mute.","Nice Pub: 171/5000 Tavolino Pub is a nice little pub. Here there is live music from time to time. It's nice service and a cheerful atmosphere. A little loud music, but it is possible to ask them to mute.",5.0,,TripAdvisor,39,,,Unknown,Al Fanar Street,Unknown,Unknown
rev_00083,src3_429,Tavolino Pub,"[Serata relax] Drink beer 
Listen good music 
And talking with friend between waiting your beautiful lady 

ora basta non so che altro scrivere ",Serata relax: Drink beer Listen good music And talking with friend between waiting your beautiful lady ora basta non so che altro scrivere,4.0,,TripAdvisor,23,,,Unknown,Al Fanar Street,Unknown,Unknown
rev_00084,src3_429,Tavolino Pub,"[Cool place for a drink and cool owner] Great place for a drink at night with great owner, great music and atmosphere a mix of international and lebanese. Great!! keep going on my friend!","Cool place for a drink and cool owner: Great place for a drink at night with great owner, great music and atmosphere a mix of international and lebanese. Great!! keep going on my friend!",5.0,,TripAdvisor,34,,,Unknown,Al Fanar Street,Unknown,Unknown
rev_00085,src3_009,Abo Dany Restaurant,"[An amazing restaurant!] The food at Abo Dani is simply fabulous! Super fresh fish and great taste, it really is a very pleasant place. The prices are reasonable and we were warmly welcomed. He remembered us from a visit a year earlier. Definitely our favourite restaurant in Tyr! elyssa and dany","An amazing restaurant!: The food at Abo Dani is simply fabulous! Super fresh fish and great taste, it really is a very pleasant place. The prices are reasonable and we were warmly welcomed. He remembered us from a visit a year earlier. Definitely our favourite restaurant in Tyr! elyssa and dany",5.0,,TripAdvisor,51,,,Unknown,Port,Unknown,Unknown
rev_00086,src3_009,Abo Dany Restaurant,"[Best fresh fish in town] Had a great night, eating A delicious and FRESH Black Grouper cooked by the owner. When there was confusion about our order, they took the unwanted food back, no questions asked. Had a much better meal than at the highly rated Phenicien!","Best fresh fish in town: Had a great night, eating A delicious and FRESH Black Grouper cooked by the owner. When there was confusion about our order, they took the unwanted food back, no questions asked. Had a much better meal than at the highly rated Phenicien!",5.0,,TripAdvisor,47,,,Unknown,Port,Unknown,Unknown
rev_00087,src3_009,Abo Dany Restaurant,"[Excellent host, good prices and fish selection top notch] Dany does it all at his restaurant: he welcomes you, shows you the day’s catch and helps you choose a fish, then hops into the kitchen and prepares it all. An excellent host, he explained how he has worked at restaurants in Russia, Belarus and Cyprus before coming home to open his own spot. The place is unassuming and that’s a big part of its charm. We had a bottle of wine, a fish to share, salad, 2 mezze and water for $40US. 

We’d recommend. ","Excellent host, good prices and fish selection top notch: Dany does it all at his restaurant: he welcomes you, shows you the day’s catch and helps you choose a fish, then hops into the kitchen and prepares it all. An excellent host, he explained how he has worked at restaurants in Russia, Belarus and Cyprus before coming home to open his own spot. The place is unassuming and that’s a big part of its charm. We had a bottle of wine, a fish to share, salad, 2 mezze and water for $40US. We’d recommend.",5.0,,TripAdvisor,94,,,Unknown,Port,Unknown,Unknown
rev_00088,src3_009,Abo Dany Restaurant,[Lovee it] Amazingg place from the ambiance to the staff to the best food ever ive tasted.Highly recommended especially to sea food loversss ♥️♥️♥️,Lovee it: Amazingg place from the ambiance to the staff to the best food ever ive tasted.Highly recommended especially to sea food loversss ♥️♥️♥️,5.0,,TripAdvisor,24,,,Unknown,Port,Unknown,Unknown
rev_00089,src3_009,Abo Dany Restaurant,"[Very nice 👍] Dany is very welcoming and his food is excellent 👌🏻 
We ate some fish or shrimp sandwiches with a very tasty sauce 👏😍",Very nice 👍: Dany is very welcoming and his food is excellent 👌🏻 We ate some fish or shrimp sandwiches with a very tasty sauce 👏😍,5.0,,TripAdvisor,26,,,Unknown,Port,Unknown,Unknown
rev_00090,src3_048,Aurelia,"[Cute] A cute restaurant by the square. It's a family business, the owners are there to greet you and take care of you. Dinner was nice, enjoyed the filet that was recommended to us. It can get quite busy, reserve ahead. ","Cute: A cute restaurant by the square. It's a family business, the owners are there to greet you and take care of you. Dinner was nice, enjoyed the filet that was recommended to us. It can get quite busy, reserve ahead.",4.0,,TripAdvisor,41,,,Unknown,Port Entrance st. Qassam square,Unknown,Unknown
rev_00091,src3_048,Aurelia,"[A nice place where to eat in Tyre] One of the best places to have dinner in Tyre...
Well know for its steak and meat in general
Don't miss it during your week-end in Tyre",A nice place where to eat in Tyre: One of the best places to have dinner in Tyre... Well know for its steak and meat in general Don't miss it during your week-end in Tyre,4.0,,TripAdvisor,35,,,Unknown,Port Entrance st. Qassam square,Unknown,Unknown
rev_00092,src3_048,Aurelia,"[Hidden 🔹] We found the restaurant while checking trip advisor. It was our first time to visit Tyre, the restaurant is small but very cozy, modern but kept their traditional design( traditional Lebanese house). The food is very tasty from fish, shrimps to hummus and batata harra especially batata harra, their recipe is very delicious. As well, owners are very kind, friendly. Thank you for everything.","Hidden 🔹: We found the restaurant while checking trip advisor. It was our first time to visit Tyre, the restaurant is small but very cozy, modern but kept their traditional design( traditional Lebanese house). The food is very tasty from fish, shrimps to hummus and batata harra especially batata harra, their recipe is very delicious. As well, owners are very kind, friendly. Thank you for everything.",5.0,,TripAdvisor,66,,,Unknown,Port Entrance st. Qassam square,Unknown,Unknown
rev_00093,src3_048,Aurelia,"[Best Filet Mignon!] This is a family owned business, run by the family members. Farida greeted us, very friendly and warm lady. she made us feel very welcomed and we had a little conversation with her. The restaurant is next to Tyre port. Very cozy and romantic place. We ordered the Filet Mignon, which was AMAAAZING. it comes with potatoe Jacket (something I haven't tasted anything like it before) it was so good.  If you ever go to Tyre (sour) you should never miss the opportunity to go there. ","Best Filet Mignon!: This is a family owned business, run by the family members. Farida greeted us, very friendly and warm lady. she made us feel very welcomed and we had a little conversation with her. The restaurant is next to Tyre port. Very cozy and romantic place. We ordered the Filet Mignon, which was AMAAAZING. it comes with potatoe Jacket (something I haven't tasted anything like it before) it was so good. If you ever go to Tyre (sour) you should never miss the opportunity to go there.",5.0,,TripAdvisor,89,,,Unknown,Port Entrance st. Qassam square,Unknown,Unknown
rev_00094,src3_048,Aurelia,[Calm atmosphere with great food] The fillet mignon was amazing. Great cozy place and very kind staff! WiFi available and situated in a central place.,Calm atmosphere with great food: The fillet mignon was amazing. Great cozy place and very kind staff! WiFi available and situated in a central place.,5.0,,TripAdvisor,25,,,Unknown,Port Entrance st. Qassam square,Unknown,Unknown
rev_00095,src3_443,Tony's,"[Lunch at Restaurant Tony Tyre] Just beside Le Phenicien is Restaurant Tony a slightly shabbier but equally charming option. Tony, the owner of this small  white and blue decorated seafood restaurant, will greet you warmly and fry you up the latest catch. ","Lunch at Restaurant Tony Tyre: Just beside Le Phenicien is Restaurant Tony a slightly shabbier but equally charming option. Tony, the owner of this small white and blue decorated seafood restaurant, will greet you warmly and fry you up the latest catch.",5.0,,TripAdvisor,42,,,Unknown,Old Town Steps Accessible From The Marina Road. Blue Windows,Unknown,Unknown
rev_00096,src3_443,Tony's,"[Small but perfectly formed.] Next door to Al Fakhoury and just as easily missed.
I had two excellent, in terms of choice, quality and price, meals there and I would highly recommend it.","Small but perfectly formed.: Next door to Al Fakhoury and just as easily missed. I had two excellent, in terms of choice, quality and price, meals there and I would highly recommend it.",5.0,,TripAdvisor,33,,,Unknown,Old Town Steps Accessible From The Marina Road. Blue Windows,Unknown,Unknown
rev_00097,src3_443,Tony's,"[Mixed feelings] The restaurant is very small with about 4 tables. The owner spends most of his time trying to attract walkers/tourists to see his place. He doesn’t speak any English. It was an Ethiopian lady that was taken all the order and taking care of it. 

Location is very good. You can have sea view and see the fishermen. Then you can park the car in public space and walk around 750 meters or go almost to the restaurant, but than buy a parking ticket of 5,000 LBP. 

Food taste was mixed. Fresh sea bass fish was great! Grilled always. Hummus too oily and same was with baba ganoush. Cheese rolls were of good taste. Service ok. However it lacked a bit of that atmosphere one aims to see at the local place.","Mixed feelings: The restaurant is very small with about 4 tables. The owner spends most of his time trying to attract walkers/tourists to see his place. He doesn’t speak any English. It was an Ethiopian lady that was taken all the order and taking care of it. Location is very good. You can have sea view and see the fishermen. Then you can park the car in public space and walk around 750 meters or go almost to the restaurant, but than buy a parking ticket of 5,000 LBP. Food taste was mixed. Fresh sea bass fish was great! Grilled always. Hummus too oily and same was with baba ganoush. Cheese rolls were of good taste. Service ok. However it lacked a bit of that atmosphere one aims to see at the local place.",3.0,,TripAdvisor,134,,,Unknown,Old Town Steps Accessible From The Marina Road. Blue Windows,Unknown,Unknown
rev_00098,src3_443,Tony's,"[Simple but great] We came here twice, to eat the catch of the day. It's a small simple quite cheap venue. But a lot of ambiance.","Simple but great: We came here twice, to eat the catch of the day. It's a small simple quite cheap venue. But a lot of ambiance.",5.0,,TripAdvisor,26,,,Unknown,Old Town Steps Accessible From The Marina Road. Blue Windows,Unknown,Unknown
rev_00099,src3_443,Tony's,"[Poor Choice] The owner, Tony, is unprofessional. He didn’t give me my change back. Twice. He got angry when I said I just wanted salad. The view was worth the visit but there are so many restaurants to choose from!! Tyre is incredible, but this restaurant is NOT! ","Poor Choice: The owner, Tony, is unprofessional. He didn’t give me my change back. Twice. He got angry when I said I just wanted salad. The view was worth the visit but there are so many restaurants to choose from!! Tyre is incredible, but this restaurant is NOT!",2.0,,TripAdvisor,48,,,Unknown,Old Town Steps Accessible From The Marina Road. Blue Windows,Unknown,Unknown
rev_00100,src3_261,Le Phenicien,[Great] Great service and the food is even better. Order seafood with a few mezes and your day will be perfect. Nicely situated too.,Great: Great service and the food is even better. Order seafood with a few mezes and your day will be perfect. Nicely situated too.,5.0,,TripAdvisor,24,,,Unknown,Port De Tyr,Unknown,Unknown
rev_00101,src3_261,Le Phenicien,"[Lunch at Le Phenicien Tyre] Located right on the harbor, Le Phenicien is one of Tyre's most upscale restaurants. Specializing in fresh seafood and fish, the restaurant is known for its great service, tasty food and amazing view. ","Lunch at Le Phenicien Tyre: Located right on the harbor, Le Phenicien is one of Tyre's most upscale restaurants. Specializing in fresh seafood and fish, the restaurant is known for its great service, tasty food and amazing view.",5.0,,TripAdvisor,38,,,Unknown,Port De Tyr,Unknown,Unknown
rev_00102,src3_261,Le Phenicien,[As good as ever] We had a lovely dinner of mezze and a sea bream wrapped in lettuce leaves and grilled. Excellent location by the port.  Not to be missed.,As good as ever: We had a lovely dinner of mezze and a sea bream wrapped in lettuce leaves and grilled. Excellent location by the port. Not to be missed.,5.0,,TripAdvisor,30,,,Unknown,Port De Tyr,Unknown,Unknown
rev_00103,src3_261,Le Phenicien,"[A good choice] A good choice. A little expensive but the food is good. 
Very busy, it may be a good idea to make a reservation before. ","A good choice: A good choice. A little expensive but the food is good. Very busy, it may be a good idea to make a reservation before.",4.0,,TripAdvisor,27,,,Unknown,Port De Tyr,Unknown,Unknown
rev_00104,src3_261,Le Phenicien,[excellent local sublime cuisine] excellent local sublime cuisine fresh fish and Lebanese salads fantastic compliments ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ excellent wine professional and well organized staff compliments,excellent local sublime cuisine: excellent local sublime cuisine fresh fish and Lebanese salads fantastic compliments ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ excellent wine professional and well organized staff compliments,5.0,,TripAdvisor,24,,,Unknown,Port De Tyr,Unknown,Unknown
rev_00105,src3_274,Locanda - A la Granda,[Zero Customer Respect and Child verbal abusers] We went there for lunch with our kids. One of their staff decided to mock our kid and curse him out of sudden . Shockingly the management rather than trying to solve the issue they considered what happened as a normal act. ,Zero Customer Respect and Child verbal abusers: We went there for lunch with our kids. One of their staff decided to mock our kid and curse him out of sudden . Shockingly the management rather than trying to solve the issue they considered what happened as a normal act.,1.0,,TripAdvisor,49,,,Unknown,Old Souk,Unknown,Unknown
rev_00106,src3_274,Locanda - A la Granda,"[Amazing and enjoyable experience] Perfect service, beautiful atmosphere and magnificent food. 
Made to feel welcome like family, and and attended to perfectly in every way, the food was beautiful on the eyes and absolutely delicious","Amazing and enjoyable experience: Perfect service, beautiful atmosphere and magnificent food. Made to feel welcome like family, and and attended to perfectly in every way, the food was beautiful on the eyes and absolutely delicious",5.0,,TripAdvisor,35,,,Unknown,Old Souk,Unknown,Unknown
rev_00107,src3_274,Locanda - A la Granda,"[Lunch at Locanda a la Granda in Byblos] Serving fusion-style cusine and specializing in redesigning famous traditional Lebanese and international dishes, Locanda a la Granda occupies a prime spot in Byblos old souk. Enjoy the view from the terrace while you enjoy the delicious food and restaurant's special l Locanda Beer. ","Lunch at Locanda a la Granda in Byblos: Serving fusion-style cusine and specializing in redesigning famous traditional Lebanese and international dishes, Locanda a la Granda occupies a prime spot in Byblos old souk. Enjoy the view from the terrace while you enjoy the delicious food and restaurant's special l Locanda Beer.",5.0,,TripAdvisor,51,,,Unknown,Old Souk,Unknown,Unknown
rev_00108,src3_274,Locanda - A la Granda,"[Ba] So, my family and friends are visiting lebanon l, not for the the first time.  We have been to many places and restaurants,  and everyone was great and nice to us.  

After touring around the area,  we decided to go to this place to have a drink,  eat some appetizers and sweet dishes. When we entered the place,  they didn't say any welcome greetings. We wanted to place an orders,  but after knowing that we don't want to eat main dishes,  he told us that he is ""not interested in only serving us if we don't order main dishes"". Then he told us to ""leave and go somewhere not here"" in front of everyone.  Everyone was looking, and it was super embarrassing. 

I will never bring anyone to this place ever. The way we were treated and possibly racially profiled wasn't OK. I will bring my family and friends who are coming to lebanon to better places. 

You can never treat anyone like that ever!!
","Ba: So, my family and friends are visiting lebanon l, not for the the first time. We have been to many places and restaurants, and everyone was great and nice to us. After touring around the area, we decided to go to this place to have a drink, eat some appetizers and sweet dishes. When we entered the place, they didn't say any welcome greetings. We wanted to place an orders, but after knowing that we don't want to eat main dishes, he told us that he is ""not interested in only serving us if we don't order main dishes"". Then he told us to ""leave and go somewhere not here"" in front of everyone. Everyone was looking, and it was super embarrassing. I will never bring anyone to this place ever. The way we were treated and possibly racially profiled wasn't OK. I will bring my family and friends who are coming to lebanon to better places. You can never treat anyone like that ever!!",1.0,,TripAdvisor,166,,,Unknown,Old Souk,Unknown,Unknown
rev_00109,src3_274,Locanda - A la Granda,[Bad customer service ..depressed rude waiter] Terrible waiter  and customer service  food is good but overall bad experience ruined the evening  we will never recommend it,Bad customer service ..depressed rude waiter: Terrible waiter and customer service food is good but overall bad experience ruined the evening we will never recommend it,1.0,,TripAdvisor,26,,,Unknown,Old Souk,Unknown,Unknown
rev_00110,src3_311,NewYorker Cup,"[""Friends' cafe""cin Byblos] It is a lovely cafe, perfect for gatherings with your friends. 

Comfy sofas, a cup of coffee and you feel liken you are in New York sitting in  central perk, waiting for Chandler or Joey from Friends to open the door. 

Also a lovely place for read, write or study. 

","""Friends' cafe""cin Byblos: It is a lovely cafe, perfect for gatherings with your friends. Comfy sofas, a cup of coffee and you feel liken you are in New York sitting in central perk, waiting for Chandler or Joey from Friends to open the door. Also a lovely place for read, write or study.",4.0,,TripAdvisor,53,,,Unknown,Jbeil,Unknown,Unknown
rev_00111,src3_311,NewYorker Cup,"[Nice Coffee Place] Visited the place a week ago. It was quite nice, with indoor and outdoor seating which is great. Smoking is allowed outside. The coffee is good and the ambience is very chilled. Loved the music a lot great oldies era. You can take a stroll in Jbeil after your cup of coffee. Recommended 👌","Nice Coffee Place: Visited the place a week ago. It was quite nice, with indoor and outdoor seating which is great. Smoking is allowed outside. The coffee is good and the ambience is very chilled. Loved the music a lot great oldies era. You can take a stroll in Jbeil after your cup of coffee. Recommended 👌",4.0,,TripAdvisor,57,,,Unknown,Jbeil,Unknown,Unknown
rev_00112,src3_164,Feniqia,[Very bad experience!!] I got a very bad experience!! Im a tourist from kuwait i went there to have a dinner with the family the girl who is working their was very ruude with us when we enter the restaurant without any reason!! and we decide to left the place without ordering anything .,Very bad experience!!: I got a very bad experience!! Im a tourist from kuwait i went there to have a dinner with the family the girl who is working their was very ruude with us when we enter the restaurant without any reason!! and we decide to left the place without ordering anything .,1.0,,TripAdvisor,54,,,Unknown,Rue Pepe Abed,Unknown,Unknown
rev_00113,src3_164,Feniqia,"[Best restaurant in Lebanon] Feniquia is exceptional.
Amazing service with incredibly warm and professional staff, extraordinary food full of flavor and passion, and a beautiful atmosphere that makes the whole experience unforgettable. Truly one of the best restaurants — highly recommended.","Best restaurant in Lebanon: Feniquia is exceptional. Amazing service with incredibly warm and professional staff, extraordinary food full of flavor and passion, and a beautiful atmosphere that makes the whole experience unforgettable. Truly one of the best restaurants — highly recommended.",5.0,,TripAdvisor,41,,,Unknown,Rue Pepe Abed,Unknown,Unknown
rev_00114,src3_164,Feniqia,"[Bad experience] Very dry grill not good quality food and meat good starter but not good libanese food service bad 
To hot inside not enough fan for everyone",Bad experience: Very dry grill not good quality food and meat good starter but not good libanese food service bad To hot inside not enough fan for everyone,1.0,,TripAdvisor,28,,,Unknown,Rue Pepe Abed,Unknown,Unknown
rev_00115,src3_164,Feniqia,"[Horrible service. Food came wrong or very late.] Very poor experience. One third of our orders came out wrong and had to be returned to be redone. It took 45 minutes to make baked potatoes. We waited for an hour after most of us were done eating for a shawarma sandwich order for my teenage son. Eventually, after many “3 more minutes madame”, I sent the boys with my husband to have a tawook sandwich at a restaurant next door. All this, with the restaurant mostly empty..Horrible service. Horrible experience.","Horrible service. Food came wrong or very late.: Very poor experience. One third of our orders came out wrong and had to be returned to be redone. It took 45 minutes to make baked potatoes. We waited for an hour after most of us were done eating for a shawarma sandwich order for my teenage son. Eventually, after many “3 more minutes madame”, I sent the boys with my husband to have a tawook sandwich at a restaurant next door. All this, with the restaurant mostly empty..Horrible service. Horrible experience.",1.0,,TripAdvisor,90,,,Unknown,Rue Pepe Abed,Unknown,Unknown
rev_00116,src3_164,Feniqia,"[Recommended] Nicely presented plates either hunging from the ceiling or served on charcoal, big variety to chose, freshly cooked and a nice surprise at the end: on the house after 8 flavoured ice cream. Shots of arak served for all also complimentary","Recommended: Nicely presented plates either hunging from the ceiling or served on charcoal, big variety to chose, freshly cooked and a nice surprise at the end: on the house after 8 flavoured ice cream. Shots of arak served for all also complimentary",5.0,,TripAdvisor,42,,,Unknown,Rue Pepe Abed,Unknown,Unknown
rev_00117,src3_473,eCafe,"[Bad experience] Very expensive 
The steak nothing special and cold and not the way we asked to be cooked 
No Parmesan cheese 
No steak knifes 
Bad location and uncomfortable seating area",Bad experience: Very expensive The steak nothing special and cold and not the way we asked to be cooked No Parmesan cheese No steak knifes Bad location and uncomfortable seating area,1.0,,TripAdvisor,31,,,Unknown,Edde Yard Old Souk,Unknown,Unknown
rev_00118,src3_473,eCafe,"[eCafe, in the center of Byblos, has Mediterranean atmosphere and delicious international menu.] ECafe has a friendly and helpful chef and staff who provide  delicious meals with Middle Eastern flair. I spent a delightful Thanksgiving dinner in the private dining room.","eCafe, in the center of Byblos, has Mediterranean atmosphere and delicious international menu.: ECafe has a friendly and helpful chef and staff who provide delicious meals with Middle Eastern flair. I spent a delightful Thanksgiving dinner in the private dining room.",5.0,,TripAdvisor,41,,,Unknown,Edde Yard Old Souk,Unknown,Unknown
rev_00119,src3_473,eCafe,[Beautiful setting with European/North American food] We only had drinks here after a stroll through the Souks so I can’t speak to the food - but the setting is truly lovely and refreshingly quiet after the bustling shops and boiling hot castle. Lovely for a pit-stop. ,Beautiful setting with European/North American food: We only had drinks here after a stroll through the Souks so I can’t speak to the food - but the setting is truly lovely and refreshingly quiet after the bustling shops and boiling hot castle. Lovely for a pit-stop.,4.0,,TripAdvisor,46,,,Unknown,Edde Yard Old Souk,Unknown,Unknown
rev_00120,src3_473,eCafe,"[Not what you expect but in a nice way] Byblos is full of Lebanese cuisine and this is completely different. The speciality is really BBQ steaks and grills of all sorts along with potatoes and salads. In a sense more North American or European style.

Excellent quality steaks, cooked on a wood fired BBQ to perfection along with roasted potatoes, salads and a delicious mushroom sauce to go with the steak.

Also a very good selection of Lebanese wines. The Reds go well with the steaks.

Deserts were good as well, especially the fresh waffles, chocolate ice cream and strawberries.","Not what you expect but in a nice way: Byblos is full of Lebanese cuisine and this is completely different. The speciality is really BBQ steaks and grills of all sorts along with potatoes and salads. In a sense more North American or European style. Excellent quality steaks, cooked on a wood fired BBQ to perfection along with roasted potatoes, salads and a delicious mushroom sauce to go with the steak. Also a very good selection of Lebanese wines. The Reds go well with the steaks. Deserts were good as well, especially the fresh waffles, chocolate ice cream and strawberries.",4.0,,TripAdvisor,100,,,Unknown,Edde Yard Old Souk,Unknown,Unknown
rev_00121,src3_473,eCafe,"[A great choice] The place is located in the heart of the Souk. The overall experience is great. The food was so delicious, the staff is friendly and helpful. They offered us desserts because they forgot to bring our salad. That was a nice gesture!","A great choice: The place is located in the heart of the Souk. The overall experience is great. The food was so delicious, the staff is friendly and helpful. They offered us desserts because they forgot to bring our salad. That was a nice gesture!",4.0,,TripAdvisor,45,,,Unknown,Edde Yard Old Souk,Unknown,Unknown
rev_00122,src3_468,Zeeri Beach House,"[Great vibes.] Great seaside location. The best music vibe, service, yummy drinks and munchies. Reasonably priced. Unforgettable sunset views. Just delightful.","Great vibes.: Great seaside location. The best music vibe, service, yummy drinks and munchies. Reasonably priced. Unforgettable sunset views. Just delightful.",5.0,,TripAdvisor,21,,,Unknown,Unknown,Unknown,Unknown
rev_00123,src3_365,Rue 30,"[A Drink in Byblos] The place is nice having a nice music and great DJ.
People are friendly there.
You can enjoy any kind of drink or cocktail.
They have a good and tasty house wine.",A Drink in Byblos: The place is nice having a nice music and great DJ. People are friendly there. You can enjoy any kind of drink or cocktail. They have a good and tasty house wine.,4.0,,TripAdvisor,36,,,Unknown,Unknown,Unknown,Unknown
rev_00124,src3_365,Rue 30,"[Nice ambiance] A nice and casual place in the heart of Byblos.
People are friendly there, you can enjoy the music, a fusion & mix between arabic and english. The ambiance is nice.
They have a good house wine.","Nice ambiance: A nice and casual place in the heart of Byblos. People are friendly there, you can enjoy the music, a fusion & mix between arabic and english. The ambiance is nice. They have a good house wine.",4.0,,TripAdvisor,39,,,Unknown,Unknown,Unknown,Unknown
rev_00125,src3_365,Rue 30,[Best bar in byblos] My favorite destination when in lebanon! Their bartender is one of the best ive ever met! Must try!! ,Best bar in byblos: My favorite destination when in lebanon! Their bartender is one of the best ive ever met! Must try!!,5.0,,TripAdvisor,22,,,Unknown,Unknown,Unknown,Unknown
rev_00126,src3_365,Rue 30,"[Hospitality from the heart!] We we're walking around and decided to stop for a drink. We were immediately welcomed by bartender and the owner of the place. They told us a bit about the area and served the drinks. They didn't have exactly what I asked however they came up with alternative which was highly appreciated! Unfortunately we didn't visit the place in the evening but I'm sure they have fantastic ambience during the night hours by having DJ playing. Great location, heartfelt experience that worth to be tried!!! We will definitely come back 😊","Hospitality from the heart!: We we're walking around and decided to stop for a drink. We were immediately welcomed by bartender and the owner of the place. They told us a bit about the area and served the drinks. They didn't have exactly what I asked however they came up with alternative which was highly appreciated! Unfortunately we didn't visit the place in the evening but I'm sure they have fantastic ambience during the night hours by having DJ playing. Great location, heartfelt experience that worth to be tried!!! We will definitely come back 😊",5.0,,TripAdvisor,95,,,Unknown,Unknown,Unknown,Unknown
rev_00127,src3_358,Reflect Pub,"[The best cold Beer] Very friendly atmosphere, quality spirits and cocktails, cold beer, on ressonable price . Paul is there to welcome you.
","The best cold Beer: Very friendly atmosphere, quality spirits and cocktails, cold beer, on ressonable price . Paul is there to welcome you.",5.0,,TripAdvisor,23,,,Unknown,Main Old Souk road Old Souk,Unknown,Unknown
rev_00128,src3_228,Khan Jbeil,"[Nice place] The food is excellent, the pulled half chicken tasted great but it was over burned, also the shush Tawook, same thing,
We ordered some appetizers,
We got everything as it should, but the grilled cheese rolls, came too late, after we nearly finished our main course.
And they refused to take it back, claiming that they had other orders on the grill. This was not very nice.
At the end they brought us some nice ice cream as a complimentary dessert,
Overall experience was good.
To be repeated often","Nice place: The food is excellent, the pulled half chicken tasted great but it was over burned, also the shush Tawook, same thing, We ordered some appetizers, We got everything as it should, but the grilled cheese rolls, came too late, after we nearly finished our main course. And they refused to take it back, claiming that they had other orders on the grill. This was not very nice. At the end they brought us some nice ice cream as a complimentary dessert, Overall experience was good. To be repeated often",4.0,,TripAdvisor,91,,,Unknown,Unknown,Unknown,Unknown
rev_00129,src3_083,Black Barn,"[Very nice restaurant to visit!] I loved the idea of having three restaurants in one place, you can order whatever you want from three different menus. 
We ordered a pizza, a shawarma and a burger, all of them were so delicious!
I also loved the ambiance and the decoration.
I recommend everyone to visit this place!","Very nice restaurant to visit!: I loved the idea of having three restaurants in one place, you can order whatever you want from three different menus. We ordered a pizza, a shawarma and a burger, all of them were so delicious! I also loved the ambiance and the decoration. I recommend everyone to visit this place!",5.0,,TripAdvisor,56,,,Unknown,Mestita Highway,Unknown,Unknown
rev_00130,src3_100,Casa Di Lolita,"[Excellent food] Beautiful restaurant very good food , friendly staff we spent nice evening there with family. I advise this restaurant , nice garden . ","Excellent food: Beautiful restaurant very good food , friendly staff we spent nice evening there with family. I advise this restaurant , nice garden .",5.0,,TripAdvisor,25,,,Unknown,Main Street,Unknown,Unknown
