restaurant_id,name,cuisine_primary,cuisine_tags,address_full,area,city,country,phone,rating_overall,rating_google,rating_tripadvisor,review_count_total,review_count_google,review_count_tripadvisor,star_5_count,star_4_count,star_3_count,star_2_count,star_1_count,star_5_percent,star_4_percent,star_3_percent,star_2_percent,star_1_percent,price_category,hours_monday,hours_tuesday,hours_wednesday,hours_thursday,hours_friday,hours_saturday,hours_sunday,delivery_available,outdoor_seating,reservation_required,cash_only,credit_cards_accepted,wifi_available,wheelchair_accessible,takeaway_available,parking_available,live_music,pet_friendly,kids_friendly,menu_items,menu_link,website,data_source,source_url,scraped_date,last_updated
src3_001,101 Gourmet,Unknown,Unknown,"Spears Street facing the Lebanese Red Cross, Beirut Lebanon",Spears Street facing the Lebanese Red Cross,Beirut,Lebanon,,4.7,,4.7,7,0,7,3,2,0,0,0,60.0,40.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,http://www.facebook.com/101gourmet,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d9849590-Reviews-101_Gourmet-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_002,1188 - Restaurant and Lounge Bar,Unknown,Unknown,"Saint John Street Jbeil Old City, Byblos Lebanon",Saint John Street Jbeil Old City,Byblos,Lebanon,,4.5,,4.5,65,0,65,4,1,0,0,0,80.0,20.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,http://www.eleven88.com,source3,https://www.tripadvisor.com/Restaurant_Review-g298264-d7022850-Reviews-1188_Restaurant_and_Lounge_Bar-Byblos_Mount_Lebanon_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_003,19 Nineteen Restaurant,Unknown,Unknown,"Route Khaldeh El Naameh, Beirut Lebanon",Route Khaldeh El Naameh,Beirut,Lebanon,,3.0,,3.0,4,0,4,0,2,1,0,1,0.0,50.0,25.0,0.0,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,https://www.facebook.com/19.nineteen.restaurant?rf=1561485837444519,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d12146494-Reviews-19_Nineteen_Restaurant-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_004,3ajineh,Unknown,Unknown,"Saida hlelieh near kassab hospital, Sidon Lebanon",Saida hlelieh near kassab hospital,Sidon,Lebanon,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g445051-d26454314-Reviews-3ajineh-Sidon_South_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_005,AL Faisal,Unknown,Unknown,"Al Kalamoun, Sea side road, Tripoli Lebanon",Al Kalamoun,Tripoli,Lebanon,,4.2,,4.2,18,0,18,2,3,0,0,0,40.0,60.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g295422-d927167-Reviews-AL_Faisal-Tripoli_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_006,Aand Shaker,Unknown,Unknown,"Faqra Main Road, Kfardebian Lebanon",Faqra Main Road,Keserwan,Lebanon,,3.0,,3.0,4,0,4,1,0,2,0,1,25.0,0.0,50.0,0.0,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g298268-d19100973-Reviews-Aand_Shaker-Kfardebian_Mount_Lebanon_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_007,Abdel Wahab,Unknown,Unknown,"Abdel Wahab El Inglizi Ashrafieh, Beirut Lebanon",Abdel Wahab El Inglizi Ashrafieh,Beirut,Lebanon,,4.3,,4.3,515,0,515,5,0,0,0,0,100.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,http://www.ghiaholding.com,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d799295-Reviews-Abdel_Wahab-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_008,Abdul Rahman Hallab & Sons 1881,Unknown,Unknown,"Riad El Solh Str., Tripoli Lebanon",Riad El Solh Str.,Tripoli,Lebanon,,4.5,,4.5,390,0,390,4,0,2,0,4,40.0,0.0,20.0,0.0,40.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,http://www.hallab.com.lb/,source3,https://www.tripadvisor.com/Restaurant_Review-g295422-d3698421-Reviews-Abdul_Rahman_Hallab_Sons_1881-Tripoli_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_009,Abo Dany Restaurant,Unknown,Unknown,"Port, Tyre, Tyre Lebanon",Port,Tyre,Lebanon,,5.0,,5.0,14,0,14,10,0,0,0,0,100.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,https://www.facebook.com/Abodanyfish/,source3,https://www.tripadvisor.com/Restaurant_Review-g7892679-d16673909-Reviews-Abo_Dany_Restaurant-Tyre_South_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_010,Abou Al Nawas,Unknown,Unknown,"El Mina Street, Tripoli Lebanon",El Mina Street,Tripoli,Lebanon,,4.2,,4.2,11,0,11,8,2,0,0,0,80.0,20.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g295422-d927168-Reviews-Abou_Al_Nawas-Tripoli_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_011,Abou Deeb Restaurant,Unknown,Unknown,"Abou Deeb Street and Al Kouds Street, Tyre Lebanon",Abou Deeb Street and Al Kouds Street,Tyre,Lebanon,,3.8,,3.8,26,0,26,0,3,1,0,1,0.0,60.0,20.0,0.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g7892679-d8505146-Reviews-Abou_Deeb_Restaurant-Tyre_South_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_012,Adghal Restaurant,Unknown,Unknown,"Adghal Street, Faitroun Lebanon",Adghal Street,Keserwan,Lebanon,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,http://www.facebook.com/adghalrestaurant/,source3,https://www.tripadvisor.com/Restaurant_Review-g2399566-d16694233-Reviews-Adghal_Restaurant-Faitroun_Mount_Lebanon_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_013,Afandina,Unknown,Unknown,"Salim Salam Avenue Makdessi Street, Beirut 0096 Lebanon",Salim Salam Avenue Makdessi Street,Beirut,Lebanon,,4.1,,4.1,15,0,15,4,4,0,0,0,50.0,50.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,,,https://www.facebook.com/afandinalb/,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d11862059-Reviews-Afandina-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_014,Agha Restaurant and Pastries,Unknown,Unknown,"Bechara El Khoury, Beirut 00961 Lebanon",Bechara El Khoury,Beirut,Lebanon,,4.5,,4.5,8,0,8,1,4,0,0,0,20.0,80.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,https://www.facebook.com/Agha-Restaurant-Pastries-1403426429709920/,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d13544326-Reviews-Agha_Restaurant_and_Pastries-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_015,Agora Beirut,Unknown,Unknown,"Abdelwahab Inglizi Street, Beirut 1107 Lebanon",Abdelwahab Inglizi Street,Beirut,Lebanon,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,https://www.instagram.com/agorabeirut/,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d28018074-Reviews-Agora_Beirut-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_016,Ahwet Zeitouna Batroun,Unknown,Unknown,"Batroun Old Souks, Batroun Lebanon",Unknown,Batroun,Lebanon,,3.3,,3.3,3,0,3,1,1,0,0,1,33.3,33.3,0.0,0.0,33.3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,,,http://ahwetzeitouna.co,source3,https://www.tripadvisor.com/Restaurant_Review-g1943861-d26350197-Reviews-Ahwet_Zeitouna_Batroun-Batroun_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_017,Akra,Unknown,Unknown,"Al Koura Square Mohammad El Husseini Street, Tripoli 1300 Lebanon",Al Koura Square Mohammad El Husseini Street,Tripoli,Lebanon,,4.5,,4.5,64,0,64,4,2,0,0,4,40.0,20.0,0.0,0.0,40.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g295422-d9754682-Reviews-Akra-Tripoli_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_018,Al 3erzel,Unknown,Unknown,"Route Farayya Hrajel, Faraiya Lebanon",Route Farayya Hrajel,Keserwan,Lebanon,,4.5,,4.5,15,0,15,3,1,0,1,0,60.0,20.0,0.0,20.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,TRUE,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g2550217-d10947925-Reviews-Al_3erzel-Faraiya_Mount_Lebanon_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_019,Al Amina-tom sweet,Unknown,Unknown,"Abdul Hamid Karami Square, Tripoli 1300 Lebanon",Abdul Hamid Karami Square,Tripoli,Lebanon,,4.3,,4.3,3,0,3,2,4,0,0,0,33.3,66.7,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g295422-d7335552-Reviews-Al_Amina_tom_sweet-Tripoli_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_020,Al Baba,Unknown,Unknown,"Riad El Soloh St., Sidon Lebanon",Riad El Soloh St.,Saida,Lebanon,,4.4,,4.4,9,0,9,6,4,0,0,0,60.0,40.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g445051-d3525317-Reviews-Al_Baba-Sidon_South_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_021,Al Beik Pastry,Unknown,Unknown,"Rue Khaled Chehab, Beirut Lebanon",Rue Khaled Chehab,Beirut,Lebanon,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d34143898-Reviews-Al_Beik_Pastry-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_022,Al Dannoun,Unknown,Unknown,"Al moutran street., Tripoli Lebanon",Al moutran street.,Tripoli,Lebanon,,4.5,,4.5,22,0,22,8,2,0,0,0,80.0,20.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g295422-d4759920-Reviews-Al_Dannoun-Tripoli_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_023,Al Fakhoury,Unknown,Unknown,"lebanon Tiro, Tyre 961 Lebanon",Unknown,Tyre,Lebanon,,4.4,,4.4,5,0,5,2,2,0,0,0,50.0,50.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,http://m.facebook.com/Alfakhouryrestaraunt,source3,https://www.tripadvisor.com/Restaurant_Review-g7892679-d10001414-Reviews-Al_Fakhoury-Tyre_South_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_024,Al Farouk,Unknown,Unknown,"Hamra, Beirut Lebanon",Hamra,Beirut,Lebanon,,3.3,,3.3,4,0,4,1,0,1,1,0,33.3,0.0,33.3,33.3,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d6527958-Reviews-Al_Farouk-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_025,Al Hara,Unknown,Unknown,"Faqra Highway Kesserwein, Faraiya Lebanon",Faqra Highway Kesserwein,Keserwan,Lebanon,,3.9,,3.9,9,0,9,1,3,0,0,1,20.0,60.0,0.0,0.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,http://www.facebook.com/pages/Restaurant-al-Hara-Faraya/308732905831377,source3,https://www.tripadvisor.com/Restaurant_Review-g2550217-d10003393-Reviews-Al_Hara-Faraiya_Mount_Lebanon_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_026,Al Kahwaji,Unknown,Unknown,"Azmi Street, Tripoli Lebanon",Azmi Street,Tripoli,Lebanon,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,http://www.alkahwajilb.com,source3,https://www.tripadvisor.com/Restaurant_Review-g295422-d26842749-Reviews-Al_Kahwaji-Tripoli_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_027,Al Kahwaji,Unknown,Unknown,"Azmi Streer, Tripoli Lebanon",Azmi Streer,Tripoli,Lebanon,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g295422-d26842838-Reviews-Al_Kahwaji-Tripoli_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_028,Al Kanater Restaurant,Unknown,Unknown,"Main Street, Keserwan, Kfardebian Lebanon",Main Street,Keserwan,Lebanon,,5.0,,5.0,1,0,1,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g298268-d12420187-Reviews-Al_Kanater_Restaurant-Kfardebian_Mount_Lebanon_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_029,Al Kasr Al Halabi,Unknown,Unknown,"Baalbek St, Beirut Lebanon",Baalbek St,Beirut,Lebanon,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d16881388-Reviews-Al_Kasr_Al_Halabi-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_030,Al Mandaloun Waterfront,Unknown,Unknown,"Downtown, Biel Previously Biel, Beirut 0000 Lebanon",Downtown,Beirut,Lebanon,,4.0,,4.0,135,0,135,0,1,2,1,0,0.0,25.0,50.0,25.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,http://www.almandaloun.com/,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d969819-Reviews-Al_Mandaloun_Waterfront-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_031,Al Mustafa Fish Restaurant,Unknown,Unknown,"Jeme'ei Omar, Mina Lebanon",Jeme'ei Omar,Tripoli,Lebanon,,4.8,,4.8,4,0,4,2,1,0,0,0,66.7,33.3,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g12877927-d17407849-Reviews-Al_Mustafa_Fish_Restaurant-Mina_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_032,Al Soha Snack & Grill,Unknown,Unknown,"Syria Street Markazia Suites, Beirut Lebanon",Syria Street Markazia Suites,Beirut,Lebanon,,3.0,,3.0,1,0,1,0,0,1,0,0,0.0,0.0,100.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d16926265-Reviews-Al_Soha_Snack_Grill-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_033,Al Tawaheen Restaurant,Unknown,Unknown,"Boustane El Aassi On Top Of Kfarhelda Waterfall, Batroun Lebanon",Boustane El Aassi On Top Of Kfarhelda Waterfall,Batroun,Lebanon,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g1943861-d33376097-Reviews-Al_Tawaheen_Restaurant-Batroun_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_034,Al Turki,Unknown,Unknown,"El Maarri, Beirut Lebanon",El Maarri,Beirut,Lebanon,,5.0,,5.0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d14123899-Reviews-Al_Turki-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_035,Al-Fanar restaurant & Auberge,Unknown,Unknown,"Salha House, Rachid Nakhle Street, Sur Lebanon",Salha House,Tyre,Lebanon,,3.8,,3.8,64,0,64,0,4,2,0,4,0.0,40.0,20.0,0.0,40.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,http://alfanarresort.com,source3,https://www.tripadvisor.com/Restaurant_Review-g319817-d2634259-Reviews-Al_Fanar_restaurant_Auberge-Sur_South_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_036,Albergo Rooftop,Unknown,Unknown,"137 Abdel Wahab El Inglizi street Hotel Albergo, Beirut Lebanon",137 Abdel Wahab El Inglizi street Hotel Albergo,Beirut,Lebanon,,4.2,,4.2,52,0,52,1,1,0,0,2,25.0,25.0,0.0,0.0,50.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,http://www.albergobeirut.com,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d2490955-Reviews-Albergo_Rooftop-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_037,Alkhodarje,Unknown,Unknown,"Achrafieh Adib Isaac Street, Beirut Lebanon",Achrafieh Adib Isaac Street,Beirut,Lebanon,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,http://www.alkhodarje.co,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d28508499-Reviews-Alkhodarje-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_038,Almodovar,Unknown,Unknown,"Monot Street, Beirut 0000 Lebanon",Monot Street,Beirut,Lebanon,,3.7,,3.7,7,0,7,4,2,2,0,2,40.0,20.0,20.0,0.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,TRUE,Unknown,Unknown,,,https://www.facebook.com/AlmodovarBeirut-512685245915080/,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d17451972-Reviews-Almodovar-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_039,Alturki,Unknown,Unknown,"Main Street Facing Abdel Naser Mosque, Beirut Lebanon",Main Street Facing Abdel Naser Mosque,Beirut,Lebanon,,3.3,,3.3,6,0,6,3,0,0,1,1,60.0,0.0,0.0,20.0,20.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d11549545-Reviews-Alturki-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_040,Arnaoon Village,Unknown,Unknown,"Batroun Highway Msaylha Fortress road, Batroun 961 Lebanon",Unknown,Batroun,Lebanon,,4.5,,4.5,230,0,230,5,0,0,0,0,100.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,http://www.arnaoonvillage.com,source3,https://www.tripadvisor.com/Restaurant_Review-g1943861-d2608428-Reviews-Arnaoon_Village-Batroun_North_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_041,Asal Restaurant,Unknown,Unknown,"Boulevard Mall Saida 3rd Floor, Sidon Lebanon",Unknown,Saida,Lebanon,,4.5,,4.5,4,0,4,4,4,0,0,0,50.0,50.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,,,http://ar-ar.facebook.com/asalrestaurant/,source3,https://www.tripadvisor.com/Restaurant_Review-g445051-d13135432-Reviews-Asal_Restaurant-Sidon_South_Governorate.html?m=66827,2026-04-15,2026-04-15
src3_042,Ashghalona,Unknown,Unknown,"Fares Nemer St Al zareef, Beirut Lebanon",Fares Nemer St Al zareef,Beirut,Lebanon,,5.0,,5.0,2,0,2,2,0,0,0,0,100.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source3,https://www.tripadvisor.com/Restaurant_Review-g294005-d3775741-Reviews-Ashghalona-Beirut.html?m=66827,2026-04-15,2026-04-15
src3_043,Atay Resto Cafe,Unknown,Unknown,"Eastern Boulevard Center, 11 Second Floor, Sidon Lebanon",Eastern Boulevard Center,Sidon,Lebanon,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,https://www.instagram.com/atayontop/,source3,https://www.tripadvisor.com/Restaurant_Review-g445051-d33274044-Reviews-Atay_Resto_Cafe-Sidon_South_Governorate.html?m=66827,2026-04-15,2026-04-15
