name,rating,cuisines,price_range,location,features,contact_info,all_reviews,url
100 Hala - ١٠٠ هلا,N/A,Pizza,1,"Armenia Street, Near Bank of Beirut, Bourj Hammoud, Mount Lebanon Governorate, Lebanon","Features, Cash only, Delivery, Takeaway",+9611569915,"[5.0] [4 years ago on Zomato]: Whatever you oder you won't be dissapointed. Good costumer service, the vibe of the place makes you feel that you are eating your grandma's food. || [5.0] [6 years ago on Zomato]: It was just an AMAZING experience, super clean ,and delicious.It has new items to first discover as it is the only place selling them. Work is clean and they are respectable with their customers. || [5.0] [6 years ago on Zomato]: Amazing food!!! Quick service and very tasty!!! The pizza is truly delicious and everything is clean. I loved the sojok manoushe!! Will come again very soon || [3.0] [6 years ago on Zomato]: Based on one takeaway. 3.5 rating Mini bites, perfected. Pizza cheesy and generous with the toppings. Sfiha yum stuffing! Spinach pies also tasty treat, but slightly oily and egg-yolky. Dough is tasty and pillowy. Big pizza could be better in terms of base and crust. Sujuk and vegetarian just average. Pepperoni is tasty though. Prices are fair and service is quick might be the friendliest.",https://t.restaurantguru.com/100-Hala-100-hla-Bourj-Hammoud
101 Gourmet,1.7,Fast food,1,"VFVR+RP6, Beirut, Beirut Governorate, Lebanon","Features, Takeaway, Cash only, Delivery",+9611379792,"[1.0] [4 years ago on Zomato]: The baked potato arrived cold like ice cube no taste at all || [3.0] [4 years ago on Zomato]: I recall requesting chips but, didn’t get chips || [4.0] [4 years ago on Zomato]: generous portion, good quality, real mutella chocolate not like other knowm places which charge you for nutella but send another type || [5.0] [4 years ago on Zomato]: Great waffles. Fast delivery. Affordable price. Highly recommended. || [1.0] [4 years ago on Zomato]: arrived a mess and crust was burnt.  ordered the same the day before was fine but hardly any bananas or strawberries 3al ri7a.  order was also late. || [5.0] [4 years ago on Zomato]: Let me tell you smthn THIS WAS BUSSIN RESPECTFULLY AAAA ITS SO GOOD I STARTED DANCING WHILE EATING IT IT WAS A LITTLE MESSY BUT WHO CARES IT WAS SO GOOD I LOVE IT ???? || [5.0] [4 years ago on Zomato]: best crepe in lebanon and for good price , second time ordered , awal marra ejit ktiir taybe w melyene , tene we7de ejit ma3moule kif maken bass taybe , anyway i will stay with 5 stars , cs its so delicious ❤️?? , u can see the the difference between the first and the second order in pictures , i wish u would send it better next time thnx ?? || [5.0] [4 years ago on Zomato]: One of the best Lotus Spread Waffles I've ever tasted. the price compared to it's taste is really fair. The delivery was really fast, i only waited for 15 or 20 minutes and the delivery guy was so friendly. A must repeat!!?? || [1.0] [5 years ago on Zomato]: The operator said 30 minutes till the food arrives.. i waited 60 MINUTES.. and when i called the said we dont know the adress.. knowing that ive ordered more than 10 times to the same spot which is in climanceau and the phone operator was super rude || [4.0] [5 years ago on Zomato]: This crepe was really enjoyable nice for a cold weather I ordered half kinder and half lotus and it was great, not over filled but also not lacking it balances out || [5.0] [6 years ago on Zomato]: Very good hotdogs and very recommended for baked potatoes as well, better than any other i would say The number 1 place to order hotdogs, they are affordable and fast || [3.0] [6 years ago on Zomato]: Based on one takeout. Baked potato Cheesy on the top but a bit dry on the inside Potato pulp needed to be mashed with more butter and sour cream. Never tried their crepes and hotdog sandwiches as of yet, maybe sometime soon. Fast and friendly takeaway service. Pocket-friendly! || [5.0] [6 years ago on Zomato]: Passing by 101 Gourmet at sanayeh, beirut district our Overall Experience was perfect since they welcomed us with a smile and gave us the good image of this brand for the first time we ordered their special crepe as desserts and they were expected, Recomended for Crepe lovers, thank you Bob for this experience. || [3.0] [6 years ago on Zomato]: A very tiny place you can stop by to get a quick order the  guy working there is cool and friendly. Prices are fair but parking is not available all the time || [5.0] [6 years ago on Zomato]: I really love the way how they make the hotdog , all the ingredients are fresh and specially they have the most delicious cheddar cheese !! And the place is very nice ! || [4.0] [7 years ago on Zomato]: Today was the first time i tried a 101 gourmet hotdog (frankfurter) & it was delicious! Now i have a place from where i can order amazing hotdogs anytime! || [3.0] [7 years ago on Zomato]: I passed by late at night to get a crepe. The crepe texture was okay. The Nutella filling could have been more. Staff were nice and I didn’t wait long. Prices are slightly more expensive compared to others. Overall, the crepe is average. Would pass again to try the baked potato and hot dogs. || [4.0] [7 years ago on Zomato]: I wasnt a crepe lover until I ate from this place. It is a small place that serves variety of crepes. I tasted several flavors like: oreo nutella crepe, kinder crepe, lotus crepe... All were satisfying and delicious. I as well tasted their hot dogs and they are tasty too?? much recommended || [5.0] [7 years ago on Zomato]: I visited this place by coincidence.. I did not even know that it existed but the variety of chocolate that they have would make any chocolate lover loose his mind.. staff super friendly and attentive.. my kids made their own costume made crepes.. in the car the smell made all of us drool... once we got home we all agreed that it is one of the best crepes we had in ages.. Great and impressive job.. Hope they keep it up.. || [3.0] [7 years ago on Zomato]: I tried backed potato and hotdog 3aj3ouj it's so good and yummy the potato with chips and cheese I recommend I tried crepes before It's was fantastic || [5.0] [7 years ago on Google]: My favorite crepe spot, also they make a great hot dog and a filling baked potato. Friendly and helpful staff. || [5.0] [7 years ago on Google]: My fiance dragged me here to try the ""3aj3ouj."" I was... skeptical. But he usually knows his food so I trusted him and followed along. To my surprise, the 3aj3ouj is a frankfurter with God knows what kind of magical things inside that make it frankfurtly delicious. I mean I was planning on only eating 1, I ended up sharing half of another one too.I know I saw the guy prepare it with peppers and onions and barbecue sauce and some other ingredients, which sound weiiiird in a frankfurter, but it's the mix really that does the trick. It's too good. And for 7000LL? Boy oh boy. Just fantastic.We also had a double chocolate crepe with white Hershey's spread and peanut butter with crispy added. Yum.101 Gourmet is excellent value for the money, as long as you figure out a parking place. || [4.0] [7 years ago on Zomato]: I tried this place tonight. I had their famous baked potato and it was really good. From the first quarter you will be full but you want more as it is delicious and yummy! The staff are too friendly but i hoped they had extra space to sit. || [5.0] [7 years ago on Zomato]: Today i have tried l 3aj3ouj.it was as usual great but i recommend not putting the tomatoes and onions inside the hotdog and also to put the hotdog first then the fillings.but the taste in general is great.???????? || [5.0] [7 years ago on Zomato]: They have delicious hotdogs especially the one called 3aj3uj. I love their baked potato as well ???????????? i recommned this place. Try their crepe as well :) || [3.0] [7 years ago on Zomato]: My friend suggested this place so we gave it a try, we tried the Frankfurter it was good and the prices are fair, the 3 rating is just because I’m not a fan of hotdogs. Would recommend it for hotdog lovers. || [4.0] [7 years ago on Zomato]: Today i ordered baked potato from 101 Gourmet I enjoyed eating my order it was delicious and rich in ingredients Even the guy who took my order is professional and he made sure that i know what my order contains Recommended || [4.0] [7 years ago on Zomato]: 101 Gourmet exceeded my expectations. This is my new favorite post party stop and I recommend it. They served sweet and savory crepes, hotdogs and baked potatoes. The small shop is clean as well as the grill and the preparation area. I went there few times and the staff are always wearing hair nets and gloves. We ordered: - Baked potato - Frankfurter - Weli3 The potato and the hotdogs are fulfilling and they both look appetizing. The baked potato is superb. They add butter, mozzarella, cheddar cheese, corn, jalapeños, mushrooms with read beans then topped with Chips and BBQ sauce. As for the hotdog, the frankfurter is a classic hotdog sandwich. I really enjoyed it and barely could finish it. It contains lettuce, tomatoes, onions, corn and jalapeños topped with cheddar cheese and chips with 4 sauces which are Mayo, mustard, BBQ sauce and ketchup. If you don’t mind the spiciness, then I suggest getting the “Weli3” Hot dog it contains jalapeños and tabasco sauce. The prices are pocket friendly. As for the service, it was quick. The staff is friendly. With {uid:29204736} || [4.0] [7 years ago on Zomato]: I ordered crepes often at work, i really love this place cause the crepes are not too sweet to digest and the crepe itself is the right amount of crispy vs moist! Also, their potatoes are delicious, and hotdogs are the best ‘street hot dogs’ I’ve had! Fast delivery and fair prices, highly recommended! || [4.0] [7 years ago on Zomato]: Delivery order only Yuppie a place that opens and delivers after 1am ???????? i miss those places ... thank you for taking into consideration after midnight hunger Operator really good Service and delivery very accurate well packaged and hot Baked potato without jalapeños and beans Had butter corn mushroom mozzarella chips bbq and plenty of cheddar cheese on top was extremely delicious and well baked Sugar and butter crepe.... i would eat it at any time delicious! Buttery sweet ❤ Extremely affordable",https://t.restaurantguru.com/101-Gourmet-Beirut
11:11 Cofeeshop,4.9,N/A,N/A,"Naqabet Al-Ateba St, Tripoli, North Governorate, Lebanon","Features, No delivery, Outdoor seating, Takeaway",+96179155556,"[5.0] [2 months ago on Google]: Great warm atmosphere, both inside & outside. They have tables outside, under the shade of a series of trees that line the street. The inside is as pleasant, great arrangement of seating, split into groups of tables, chairs & couches, in various themes. A great experience & a ice relief from the grinding busy city life outside. Food: 5 Service: 4 Atmosphere: 5 Recommended dishes: Caramel Ice Latte || [4.0] [a year ago on Google]: Nice coffee shop with cute seating and very good service. The drinks are very tasty and well prepared, and the waiters were friendly. Good spot for friends/family gatherings or solo studying outings. The WiFi connection was very poor and smoking is sadly allowed indoor. Overall great experience! Meal type: Brunch Food: 5 Service: 5 Atmosphere: 4 || [5.0] [a year ago on Google]: Tasty coffee and nice atmosphere. Loved that they serve in glass cups we only get plastic or paper nowadays. Prices are good compared to others. Food: 5 Service: 4 Atmosphere: 5 || [4.0] [a year ago on Google]: 11:11 offers a welcoming atmosphere with friendly staff and excellent customer service. The ambiance is pleasant, complemented by good WiFi, although there are occasional issues with the AC being off during hot days. The bathrooms are well-maintained, though cleanliness could be more consistent. While the staff may occasionally mix up orders, overall, it's a decent spot for enjoying coffee and a relaxed environment. Food: 5 Service: 4 Atmosphere: 5 || [4.0] [a year ago on Google]: Nice coffee shop with cute seating and very good service. The drinks are very tasty and well prepared, and the waiters were friendly. Good spot for friends/family gatherings or solo studying outings. The WiFi connection was very poor and smoking is sadly allowed indoor. Overall great experience! Service: Dine in Meal type: Brunch Food: 5 Service: 5 Atmosphere: 4 || [1.0] [a year ago on Google]: 11:11 offers a pleasant experience with helpful and friendly staff who are a delight to interact with. The menu has a wide variety of beverages, including coffee, milkshakes, smoothies, and more, all of which are generally of good quality. The atmosphere is inviting, with a cozy and well-designed interior. However, there are times when the music is played too loudly, making conversation quite difficult, even with those at the same table. Additionally, the pricing has increased recently, making it less affordable compared to old visits Update: The electricity here is so bad, so if you're coming here with a charger, expect it to get damaged, especially if heavy duty. Service: Dine in Meal type: Other Food: 3 Service: 1 Atmosphere: 4 || [5.0] [a year ago on Google]: Amazing service and atmosphere, the cafe is spacious and well decorated, wifi is good, the AC is cool and nice, if only they can make the inside area non-smoking or at least part of it Meal type: Other Food: 5 Service: 5 Atmosphere: 4 || [3.0] [a year ago on Google]: Service: Dine in Meal type: Brunch Food: 2 Service: 1 Atmosphere: 1 || [5.0] [a year ago on Google]: Dislike the self service in my opinion don’t know about other Drinks are delicious but needs more adjustment , calm place recommended for students Meal type: Other Food: 3 Service: 3 Atmosphere: 5 || [5.0] [a year ago on Google]: The location of the café is very special. The furniture is comfortable for sitting and the service is very good Service: 5 Atmosphere: 5 || [4.0] [a year ago on Google]: Great find if you're looking for a cup of coffee, casual meeting, or working with your laptop. The place offers free ~23 Mbps download speed internet over 5Ghz, which is rare to find elsewhere. There are also some board games that you can use like chess, cards and others. Meal type: Other Food: 4 Service: 5 Atmosphere: 4 || [5.0] [a year ago on Google]: Food: 4 Service: 4 Atmosphere: 4 || [5.0] [a year ago on Google]: Food: 3 Service: 5 Atmosphere: 5 || [4.0] [2 years ago on Google]: Very cozy place. The staff are super friendly, and they serve a great coffee latte . I like how the place is full of students, teachers, and remote workers, serving a great, calm place to study or work remotely with good internet. Food: 4 Service: 4 Atmosphere: 4 || [5.0] [2 years ago on Google]: The most beautiful place Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: Service: Dine in Meal type: Other Food: 5 Service: 5 Atmosphere: 5 Parking space: Somewhat difficult to find parking Parking options: Free street parking || [5.0] [2 years ago on Google]: The place is quiet and the coffee is delicious || [5.0] [2 years ago on Google]: Service: Dine in Meal type: Other Parking space: Somewhat difficult to find parking Parking options: Free street parking || [5.0] [2 years ago on Google]: Great service and a constant smile, more progress and success || [5.0] [2 years ago on Google]: Service: Dine in Meal type: Other Parking space: Somewhat difficult to find parking Parking options: Free street parking || [5.0] [2 years ago on Google]: Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: The best .11 Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: Best team.11 Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: Best.11 Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: Best team.11 Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: Very yummy.11 Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: The best.11 Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: Best team 11. Food: 5 Service: 5 Atmosphere: 5",https://t.restaurantguru.com/1111-Make-a-wish-Tripoli-North
Salle 1188 pour les conférences,2.0,French,3,"St. John Street, Byblos, Mount Lebanon Governorate, Lebanon","Features, Outdoor seating, Сredit cards accepted",+96170001188,"[5.0] [5 years ago on Zomato]: The experience was great definitely deserve the 5 stars!! We order a chicken breast platter : 9/10 Chicken pesto pasta : 9/10 The atmosphere is great we sit outdoor, their drinks are sweet, the service was goood could be better. Sure will visit again. || [5.0] [6 years ago on Google]: Food is great. Highly recommend it. || [4.0] [6 years ago on Zomato]: Charming ambiance and delicious food! Although the lebanese menu was still missing by the time we tried the restaurant! Can’t wait to go again! Pavet de Saumon and Blanc de Poulet are the best!! || [3.0] [6 years ago on Google]: Good restaurant, good food and average prices || [4.0] [6 years ago on Google]: Nice and cosy place better than the old one, but they just need a good music for the atmosphere. || [4.0] [6 years ago on Google]: Very nice place, especially at night but it's a little bit expensive for what they offer. || [4.0] [6 years ago on Zomato]: I have been wanting to try this place for a long time so last night we went there on our anniversary. The staff is really friendly and welcoming and the rooftop is also nice and big but for a special occasion i would recommend to go for the indoor restaurant not the rooftop as it is more romantic and cozy. We started with the Mozzarella Cerise and you can tell by the pic that its not worth 10$. the portion was really really small and it didn't taste well and it had barley a hint of pesto sauce, but things got better with oir main dish. I had the filet de boeuf abd let me tell you even though it looks small but a thick steak and cooked till perception and the sauce was awesome as well. My fiance had the Blanc de poulet and the portion was so huge she didnt even finish it and it was also cooked very very well and the sauce was also amazing. I totally recommend for a special occasion the indoor section and for a casual classy dinner the rooftop || [4.0] [6 years ago on Google]: This gem is located in the old souk of byblos, and is both a restaurant and a venue. Recommend visiting this place around sunset time. The roof terrace overlooks the venue underneath, so if you are visiting on a weekend, you could get to watch a wedding. In as much as food is concerned, we ordered the quinoa chicken salad, the fettucini con pollo, the linguini del mare, the salmon pizza and the confit de canard. All were exceptional except the latter. Good portion size and good service since the place was almost empty. || [4.0] [6 years ago on Google]: Food is very tasty but service on table is too bad || [3.0] [6 years ago on Zomato]: ????EXTREMELY AND SHOCKING SLOW SERVICE!!!!! Our food took about 2h to be delivered. ????The dishes were dirty already ???? The outdoor seating is empty (Only us in the whole restaurant ) ???? ???? ???? ???? The food is super average. ???? The wine and view are the best two things we had. ???? Very kind and helpful waitress (Only 1 waitress managing the whole place. Np manager, no any other staff) || [4.0] [6 years ago on Zomato]: Visited this place with my friends for dinner. We sit outdoor on the rooftop. The ambiance is lovely and the atmosphere is very chill. Tried their pizza and it was really tasty. We enjoyed our night there. The service was proffessional and the staff was friendly. Would love to try their indoor part next time. Recommended || [5.0] [6 years ago on Zomato]: Great place, the food is delicious and generous, calm place with soft music, staff is friendly. It is recommended for couples and romantic dinners || [4.0] [6 years ago on Zomato]: We had the bruschetta - goat cheese salad - gratin pomme dauphinois and a couple of drinks. The bartender was so nice and even came to our table as we couldn’t decide on what to drink. The other servers were good as well. The food was flavorful, I loved the bruschetta as the bread was toasted and came with a side sauce which is not the traditional way, the goat cheese salad was also great but they could have been way more generous with the cheese portion, and the gratin was amazingggg. Also the tiramisu was good. Will be visiting again for sure. || [5.0] [6 years ago on Zomato]: Perfect place for a romantic and peaceful dinner , where you can feel and smell the magic of Byblos near the historic fortress of Jbeil . The food , music and service are simply perfect! Highly recommended place !! || [5.0] [6 years ago on Zomato]: Beautiful setting. Lovely staff and service. Steak and saumon were delicious, creme brulée is very good. A beautiful experience that I will definitely repeat. || [4.0] [6 years ago on Zomato]: The rooftop is nice, on the gate of the old city. The service is great too. The food was good. I enjoyed the pizzas and the grilled salmon. However, i found the zucchini gratin and the Alfredo pasta very average. || [4.0] [6 years ago on Zomato]: A nice rooftop place in Jbeil Big roof , nice view Very friendly and helpful staff Good menu, with choices Big plates , good taste Affordable prices You have to try it || [2.0] [6 years ago on Zomato]: The place is nice but unfortunately the salads are very poor. I ordered quinoa shrimp salad. And the frozen lemonade is just ice and the prices are very high relative to what they are providing.... Honestly I wont go back there. || [4.0] [6 years ago on Zomato]: This place is great: -ambiance: 8/10 -pizza: 8/10 -pasta: 8/10 -risotto: 9/10 -tiramisu: 9/10 -crème brûlée: 6/10 I have to add something, that they respected the terms and conditions of “zomato gold” || [5.0] [6 years ago on Zomato]: We went there at 11:30 pm. The waiters were very welcoming and helped with the menu. We ordered pizza, risotto, gratin, & desert. Everything was extremely tasty and fresh. Great job. || [5.0] [6 years ago on Zomato]: We've been there for a romantic dinner, and we're in love with it. To start with the staff, very friendly and caring, Denise helped us and she's just adorable, and the service was fast. The rooftop and the music make it a relaxing, cozy place. We've ordered: Salade chèvre so yummmy, should be tried. Bruschetta and souche de saumon fresh and tasty. Blanc de poulet and pavé de saumon just well done, good portion . As for the price it's good, suitable for the quality and the overall experience. It is one of our favorite restaurants from now on. || [4.0] [6 years ago on Zomato]: Nice food amazing location & friendly staff go there at night the roof located in the best locations in jbeil and don’t forget to book your sky dinning ???????? || [3.0] [6 years ago on Zomato]: We sat on the terrace and every single order took time. Order came with mismatching ingredients as initially ordered. Yet, floor management held responsibility and applied direct swap! Fair Value / Price || [5.0] [6 years ago on Zomato]: This place is one of a kind!! Its location directly takes you to the times of Crusaders and Saladin ruling period. 1188 is the time when Byblos was captured by Saladin. Yet the restaurant food ambience and service quality there is unbeatable. 1188, today,  lets you forget the bad times that the city had and gives you a mood of medieval yet authentic gratitude. || [2.0] [6 years ago on Google]: Had a lunch inthere on a sunny sunday in the garden..... marvelous place but awfull service..... nice staff but 5 waiters for 85 persons to eat..... somebodies were finishing eating while others didn't begun yet. Waiters had experience in food services..... they were good for drinks only !!! Nice place & people but bad service || [4.0] [6 years ago on Zomato]: Lovely place, great interior Very nice staff The food is really good I love their goat cheese salad, as well as their fries with parmesan ! To die for!!!! The salmon were also very tasty || [3.0] [6 years ago on Zomato]: Good location with average food. There is 2 parts indoors and outdoors with completely different settings. The place was completely empty so the service was pretty fast. The items that I have tried: > Blanc de poulet: the presentation was average, the chicken alone had a dull taste and it was a bit overcooked, it was quite dry. I only enjoyed the chicken by dipping it in the sauce. Overall it was an average experience. || [5.0] [6 years ago on Zomato]: The food is extremely delicious. Portion is good for two person, and the taste is very pleasant! The price is good (many told me that it’s overpriced but it’s not true) We also ordered the shrimp salade, it’s extremely light and refreshing but lacked just a little bit of sauce. Overall the experience was amazing, good service, good music, amazing view, and friendly waitress. If you’re a zomato gold member, don’t hesitate to try it! A beautiful restaurant in the heart of the most beautiful city in Lebanon! || [2.0] [6 years ago on Zomato]: I simply gave it a 2 rating for the staff. The service was very slow! After ordering the bill and before paying we told the waiter we had gold members he insisted that nothing could be done, it happened several places before and it worked out but in this case not.we even asked for a manager he told us he is and he was obviously the waiter. That was very disrespectful. The food was okay but cold but the view is nice. || [4.0] [6 years ago on Zomato]: ???????????????? Very nice location A bit hidden place Love the outdoor and indoor decoration Food : quinoa salad was delicious ????I was a bit dissappointed with the Entrocote de boeuf , i was expecting to be more delicious",https://t.restaurantguru.com/1188-Byblos
1188,1.8,"French, ,, European, ,, Vegetarian options",3,"Saint John Street, Byblos, Mount Lebanon Governorate, Lebanon","Features, Outdoor seating, Booking",+96170666999,"[5.0] [8 years ago on Facebook]: 1188 is a cosy & charming restaurant located in the heart of Jbeil. The ambiance is nice and the food is super tasty! Very friendly staff. I highly recommend this place for every Jbeil visitor! || [5.0] [8 years ago on Facebook]: Amazing ambiance, great food, and great management! Such a generous and hospitable restaurant. Recommended for all! || [5.0] [8 years ago on Facebook]: Nice place good food , roof top summer time is good || [N/A] [8 years ago on Foursquare]: Great place friendly service and the food is wonderful salmons are so delicious and the steak is a must try || [5.0] [9 years ago on Facebook]: Great place. Amazing food. Wonderful experience. The food is the best I have had in a long time. || [N/A] [9 years ago on Foursquare]: Everything is good || [5.0] [9 years ago on Facebook]: Great place, great people and service, very welcoming and respectful, amazing food, all in all excellent!!! || [5.0] [9 years ago on Facebook]: Awesome ambiance, food, music, and people! Very elegant and chic and the staff are always smiling. || [N/A] [9 years ago on Foursquare]: Food was spot on! We were here for. Friends wedding & dinner the night before. Definitely a great spot to dine and the terrace is beautiful to sit on. || [5.0] [10 years ago on Facebook]: Wonderfull!! Great place, Great staff, Great food!! i love this place, should visit! || [N/A] [10 years ago on Foursquare]: Didn't like the place much, bathrooms were dirty and pizza wasn't tasty! Waiters are very friendly though",https://t.restaurantguru.com/1188-Byblos-2
16MM,4.5,"Dessert, ,, Salads",3,"Gouraud, Beirut, Beirut Governorate, Lebanon","Features, Cash only, No delivery, Outdoor seating, Parking, No booking, Wheelchair accessible",+96181440760,"[5.0] [a month ago on Google]: Amazing place to hang out with friends, the atmosphere is very fun, friendly and down to earth. I was surprised they have one of the best burgers I’ve ever had. Definitely a must try. Keep up the good work! Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 months ago on Google]: Loved the vibes, ambiance & most importantly the burger. It’s a muuust try. Best way to spend my evenings: Tasty cocktails, friendliest staff & great music! Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 months ago on Google]: Amazing burgers and great drinks! The food is freshly prepared in front of you, which is a really nice experience, and even though everything is cooked there, the smell is not bothering at all. The burgers are juicy and full of flavor, and the drinks are well balanced and refreshing. The music is really good without being too loud, so you can still enjoy conversations. The service is fast and professional, the staff are friendly, and the atmosphere is great. Definitely a place worth coming back to. Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 months ago on Google]: 16mm has been my go-to place for a while. The staff's friendliness, and cozy yet lively atmosphere make it feel like home. THEIR BURGER IS A MUST HAVE! My favorite thing? Pet friendly, and my baby is always very well taken care of Food: 5 Service: 5 Atmosphere: 5 || [4.0] [2 months ago on Google]: Really nice place, good music and they do movie night as well. Different seating options. However you cannot reserve, policy is first come first serve which can be inconvenient. Service: 5 Atmosphere: 4 || [5.0] [2 months ago on Google]: First time visiting 16MM. Such a nice place, atmosphere, and staff. Enjoyed our time there! Highly Recommended! Food: 5 Service: 5 Atmosphere: 5 || [5.0] [5 months ago on Google]: I’ve been coming here for a while now and it’s honestly become my go-to spot in Beirut. Every time I walk in, I feel at home. The staff are so warm and genuine, they really take care of you and make the whole experience special. The food and drinks are always amazing, but what I love most is the vibe, it’s welcoming, fun, and also feels like such a safe space. You can tell how much love and effort goes into everything they do. For me, this is the best bar in Beirut and I can’t recommend it enough! Food: 5 Service: 5 Atmosphere: 5 || [5.0] [10 months ago on Google]: Amazing cozy bar with the nicest, most welcoming staff! Billy, Bruno, Karl, and the wonderful female staff make it feel like home! I come to beirut often and will continue to stop by each time I am in town! Best arak also! Food: 5 Service: 5 Atmosphere: 5 || [1.0] [11 months ago on Google]: Didn’t enjoy the drink The bartenders weren’t attentive , although the place wasn’t crowded Service: 1 Atmosphere: 2 || [5.0] [a year ago on Google]: If you are around Gemmayze, whether you're a local or an expat, this is your place to be! Excellent food, outstanding cocktail mixes and by far one of the most welcoming and friendly atmospheres. Very highly recommended! Cheers to the amazing team & management! Food: 5 Service: 5 Atmosphere: 5 || [5.0] [a year ago on Google]: One of the best food, tastiest drinks and amazing staff Food: 5 Service: 5 Atmosphere: 5 || [5.0] [a year ago on Google]: The drinks, food, and vibe at 16mm are amazing, and the incredible people who work there make this place feel like home! Food: 5 Service: 5 Atmosphere: 5 || [5.0] [a year ago on Google]: I’ve been going to this place since it opened about 2-3 years ago, and it has consistently been one of my favorite spots to unwind. The staff are incredibly friendly and always make you feel welcome, which adds to the overall amazing vibes of the place. The atmosphere is perfect for chilling with friends—the music is at just the right volume, allowing you to have a conversation without shouting. It’s a refreshing change from other venues where the music can be overwhelming. One of the standout features, and something I truly admire, is the thoughtful touch of providing sanitary pads in the women’s restroom. It’s such a simple yet impactful gesture, and it’s the first place I’ve seen in Lebanon show this level of support for women. It really sets them apart and shows how much they care about their guests. Food: 5 Service: 5 Atmosphere: 5 || [5.0] [a year ago on Google]: La atención del chico del bar malísima Food: 5 Service: 1 Atmosphere: 5 || [5.0] [a year ago on Google]: Food: 5 Service: 5 Atmosphere: 5 || [4.0] [a year ago on Google]: friendly staff. music is loud || [1.0] [a year ago on Google]: Worse place ever in Gemmayze! The security or manager guy is super RUDE and impolite! No wonder why this place is always empty! Don’t go to this place if you are western or a group of 3 guys, they won’t let you in! Visiting from London , my friends and I, are so disgusted from this security guy/ the manager, and we would never go back to this place 16MM management , it is 2024 not 2004 you need to grow up with this doors attitude! Food: 1 Service: 1 Atmosphere: 1 || [1.0] [a year ago on Google]: Disgusting behaviour from the manager. 11.30pm Friday. Bar is empty. Refused entry to me and my three friends, on the grounds that we're all male. I wonder why that place is empty? Because they told all the males to go away. And in this city of single women, a bar with loads of men would be a magnet to women. The manager was rude, offensive, aggressive and a very bad representative for the owners of this place. I don't think westerners are welcome on this establishment Food: 1 Service: 1 Atmosphere: 1 || [5.0] [a year ago on Google]: Great food, drink... & movies! Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: I went to 16MM to get just one drink and I was planning to be there just for an hour. I ended up spending a bit more than two hours and drank three. They were really friendly and helpful, drinks were tasty and I tried to get the link for the playlist (I couldn't). That's all I have to say. When I look back and think about my trip to Beirut, I'll remember 16MM. Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: After a recent bad experience, 16mm management made sure to take the extra mile and provide us with the ""right"" 16mm vibes and overall experience. Keep it up and thank you ! Food: 4 Service: 5 Atmosphere: 4 || [1.0] [2 years ago on Google]: I went there with my friends who recommended the place yet all of us ended up leaving quite disappointed. We ordered three drinks and despite being different, they all came in highball glasses (moscow mule, too) . We asked for straws for such glasses, but weren't given any due to their eco-friendliness. The drinks tasted very regular and had a lot of icecubes. The nachos were just like the packet that anyone can get at home. The spinach and artichoke dip were the only thing that cheered us up. Food: 2 Service: 1 Atmosphere: 2 || [5.0] [2 years ago on Google]: Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: Great bar with even greater staff. Come here for fun! Food: 5 Service: 5 Atmosphere: 5 || [4.0] [2 years ago on Google]: Easy going, chill bar Service: 4 Atmosphere: 4 || [5.0] [2 years ago on Google]: As a regular and a chef with a passion for film, comic books, and music, 16MM has been my go-to spot since its opening in 2019. The welcoming staff, creative cocktails, and tasty bar food never disappoint. Not to mention the fantastic atmosphere on events night! Highly recommend! Food: 5 Service: 5 Atmosphere: 5 || [2.0] [2 years ago on Google]: Prices above average. Atmosphere okay at best. Very hot inside. Food: 3 Service: 3 Atmosphere: 3 || [5.0] [2 years ago on Google]: A lovely and welcoming atmosphere fit for all crowds accompanied with a very friendly staff, great service, and a very wide variety of personalized food and drink options. A must try! Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: Best place in town! Excellent cocktails, great music and amazing staff! Food: 5 Service: 5 Atmosphere: 5 || [5.0] [2 years ago on Google]: Best place in town Food: 5 Service: 5 Atmosphere: 5",https://t.restaurantguru.com/16-MM-Beirut
